date,product_id,product_category,day_of_week,month,is_weekend,price,discount_percent,stock_level,competitor_price,sales_quantity
2022-09-21,11,Category_3,2,9,0,300.87,0,210,310.89,76
2022-09-21,12,Category_3,2,9,0,367.33,20,436,398.13,96
2022-09-21,13,Category_3,2,9,0,344.6,0,361,336.84,94
2022-09-21,14,Category_3,2,9,0,372.58,0,77,397.94,69
2022-09-21,15,Category_3,2,9,0,416.52,10,156,413.81,85
2022-09-21,16,Category_4,2,9,0,428.33,0,297,416.67,79
2022-09-21,17,Category_4,2,9,0,473.71,20,197,472.1,114
2022-09-21,18,Category_4,2,9,0,414.51,30,221,451.5,142
2022-09-21,19,Category_4,2,9,0,523.64,0,480,523.98,103
2022-09-21,20,Category_4,2,9,0,467.84,0,305,503.24,116
2022-09-22,1,Category_1,3,9,0,110.66,0,79,117.59,47
2022-09-22,2,Category_1,3,9,0,130.14,0,486,128.7,50
2022-09-22,3,Category_1,3,9,0,165.6,0,261,160.28,40
2022-09-22,4,Category_1,3,9,0,162.05,0,448,175.84,59
2022-09-22,5,Category_1,3,9,0,192.74,0,138,219.14,24
2022-09-22,6,Category_2,3,9,0,217.11,0,73,225.57,68
2022-09-22,7,Category_2,3,9,0,246.36,0,365,237.69,80
2022-09-22,8,Category_2,3,9,0,248.33,10,60,252.03,75
2022-09-22,9,Category_2,3,9,0,261.16,0,368,262.42,51
2022-09-22,10,Category_2,3,9,0,314.69,0,373,341.46,75
2022-09-22,11,Category_3,3,9,0,291.37,20,417,284.97,98
2022-09-22,12,Category_3,3,9,0,368.67,0,135,379.0,61
2022-09-22,13,Category_3,3,9,0,381.7,0,368,389.38,89
2022-09-22,14,Category_3,3,9,0,367.1,10,156,394.97,105
2022-09-22,15,Category_3,3,9,0,377.08,0,380,423.17,76
2022-09-22,16,Category_4,3,9,0,381.66,0,430,390.37,107
2022-09-22,17,Category_4,3,9,0,419.26,0,412,411.37,89
2022-09-22,18,Category_4,3,9,0,498.61,0,55,514.05,85
2022-09-22,19,Category_4,3,9,0,458.48,0,286,517.41,105
2022-09-22,20,Category_4,3,9,0,494.66,0,168,529.73,103
2022-09-23,1,Category_1,4,9,0,113.87,10,238,115.43,31
2022-09-23,2,Category_1,4,9,0,140.07,0,242,143.37,29
2022-09-23,3,Category_1,4,9,0,167.53,0,98,171.2,28
2022-09-23,4,Category_1,4,9,0,197.27,0,285,213.84,63
2022-09-23,5,Category_1,4,9,0,205.73,20,102,211.23,48
2022-09-23,6,Category_2,4,9,0,216.24,0,490,236.69,58
2022-09-23,7,Category_2,4,9,0,241.59,10,110,230.87,69
2022-09-23,8,Category_2,4,9,0,236.75,0,93,253.75,56
2022-09-23,9,Category_2,4,9,0,286.0,0,161,289.09,65
2022-09-23,10,Category_2,4,9,0,305.9,0,301,318.95,74
2022-09-23,11,Category_3,4,9,0,334.78,10,115,324.6,92
2022-09-23,12,Category_3,4,9,0,332.17,0,193,346.45,76
2022-09-23,13,Category_3,4,9,0,380.9,0,476,369.25,60
2022-09-23,14,Category_3,4,9,0,413.96,0,433,460.57,88
2022-09-23,15,Category_3,4,9,0,432.3,0,441,437.2,82
2022-09-23,16,Category_4,4,9,0,402.53,0,400,455.12,102
2022-09-23,17,Category_4,4,9,0,478.71,0,119,487.3,98
2022-09-23,18,Category_4,4,9,0,503.37,0,94,545.74,104
2022-09-23,19,Category_4,4,9,0,516.03,30,183,561.36,131
2022-09-23,20,Category_4,4,9,0,475.5,0,83,479.96,88
2022-09-24,1,Category_1,5,9,1,131.42,0,262,131.73,11
2022-09-24,2,Category_1,5,9,1,148.26,10,406,161.2,57
2022-09-24,3,Category_1,5,9,1,159.59,0,69,158.97,55
2022-09-24,4,Category_1,5,9,1,197.2,0,97,205.61,54
2022-09-24,5,Category_1,5,9,1,209.3,0,267,216.58,48
2022-09-24,6,Category_2,5,9,1,200.24,0,305,193.85,78
2022-09-24,7,Category_2,5,9,1,241.53,30,456,242.78,98
2022-09-24,8,Category_2,5,9,1,261.89,0,372,249.65,65
2022-09-24,9,Category_2,5,9,1,292.37,0,316,308.9,85
2022-09-24,10,Category_2,5,9,1,306.75,0,92,352.33,60
2022-09-24,11,Category_3,5,9,1,331.49,0,176,325.52,82
2022-09-24,12,Category_3,5,9,1,366.83,0,457,406.5,78
2022-09-24,13,Category_3,5,9,1,377.63,0,112,373.59,83
2022-09-24,14,Category_3,5,9,1,362.69,0,470,402.38,105
2022-09-24,15,Category_3,5,9,1,399.66,0,466,441.1,84
2022-09-24,16,Category_4,5,9,1,458.85,0,116,492.55,98
2022-09-24,17,Category_4,5,9,1,471.0,0,300,454.93,121
2022-09-24,18,Category_4,5,9,1,465.47,0,244,465.42,100
2022-09-24,19,Category_4,5,9,1,432.16,0,219,458.68,131
2022-09-24,20,Category_4,5,9,1,487.03,0,90,494.48,135
2022-09-25,1,Category_1,6,9,1,122.24,20,231,136.34,48
2022-09-25,2,Category_1,6,9,1,151.52,0,195,150.17,45
2022-09-25,3,Category_1,6,9,1,158.39,0,101,170.64,51
2022-09-25,4,Category_1,6,9,1,185.69,0,173,202.92,69
2022-09-25,5,Category_1,6,9,1,206.96,0,102,197.29,57
2022-09-25,6,Category_2,6,9,1,215.26,10,109,219.01,78
2022-09-25,7,Category_2,6,9,1,260.44,10,347,263.48,75
2022-09-25,8,Category_2,6,9,1,266.23,0,150,295.92,86
2022-09-25,9,Category_2,6,9,1,297.1,0,335,296.5,71
2022-09-25,10,Category_2,6,9,1,316.68,0,238,338.39,68
2022-09-25,11,Category_3,6,9,1,344.7,0,146,378.88,84
2022-09-25,12,Category_3,6,9,1,368.82,10,293,386.86,95
2022-09-25,13,Category_3,6,9,1,374.18,0,199,378.59,88
2022-09-25,14,Category_3,6,9,1,389.56,0,103,400.97,93
2022-09-25,15,Category_3,6,9,1,365.36,0,432,361.99,120
2022-09-25,16,Category_4,6,9,1,449.63,0,407,434.24,84
2022-09-25,17,Category_4,6,9,1,441.26,0,195,496.64,108
2022-09-25,18,Category_4,6,9,1,435.12,10,223,460.54,139
2022-09-25,19,Category_4,6,9,1,505.56,0,123,494.32,88
2022-09-25,20,Category_4,6,9,1,482.37,20,398,458.27,135
2022-09-26,1,Category_1,0,9,0,129.62,0,436,144.79,21
2022-09-26,2,Category_1,0,9,0,153.94,10,237,153.37,38
2022-09-26,3,Category_1,0,9,0,159.54,30,378,177.29,62
2022-09-26,4,Category_1,0,9,0,179.54,0,102,194.41,54
2022-09-26,5,Category_1,0,9,0,191.84,0,213,191.54,63
2022-09-26,6,Category_2,0,9,0,216.77,0,237,207.33,50
2022-09-26,7,Category_2,0,9,0,258.75,0,114,247.83,52
2022-09-26,8,Category_2,0,9,0,251.96,10,465,252.39,61
2022-09-26,9,Category_2,0,9,0,253.78,10,374,280.61,61
2022-09-26,10,Category_2,0,9,0,308.07,0,95,336.27,69
2022-09-26,11,Category_3,0,9,0,341.58,30,280,365.02,92
2022-09-26,12,Category_3,0,9,0,343.22,0,495,360.49,76
2022-09-26,13,Category_3,0,9,0,332.99,10,88,322.72,80
2022-09-26,14,Category_3,0,9,0,383.61,30,75,428.52,89
2022-09-26,15,Category_3,0,9,0,392.38,0,218,429.86,71
2022-09-26,16,Category_4,0,9,0,430.15,0,97,443.55,88
2022-09-26,17,Category_4,0,9,0,434.3,30,258,476.37,126
2022-09-26,18,Category_4,0,9,0,497.11,0,394,514.55,99
2022-09-26,19,Category_4,0,9,0,489.9,0,347,498.77,89
2022-09-26,20,Category_4,0,9,0,484.31,0,124,483.73,97
2022-09-27,1,Category_1,1,9,0,109.16,0,395,112.79,35
2022-09-27,2,Category_1,1,9,0,152.05,0,229,144.85,38
2022-09-27,3,Category_1,1,9,0,162.03,20,405,180.39,44
2022-09-27,4,Category_1,1,9,0,183.44,30,118,174.88,52
2022-09-27,5,Category_1,1,9,0,215.34,0,384,223.35,38
2022-09-27,6,Category_2,1,9,0,240.41,30,222,274.61,64
2022-09-27,7,Category_2,1,9,0,251.22,10,332,242.0,59
2022-09-27,8,Category_2,1,9,0,255.78,10,140,292.01,79
2022-09-27,9,Category_2,1,9,0,284.34,0,347,313.05,65
2022-09-27,10,Category_2,1,9,0,292.09,0,417,319.0,56
2022-09-27,11,Category_3,1,9,0,325.09,0,65,312.94,84
2022-09-27,12,Category_3,1,9,0,315.86,0,233,362.03,76
2022-09-27,13,Category_3,1,9,0,339.47,10,457,357.27,94
2022-09-27,14,Category_3,1,9,0,387.01,0,169,379.79,72
2022-09-27,15,Category_3,1,9,0,370.9,0,312,408.54,84
2022-09-27,16,Category_4,1,9,0,447.27,0,281,433.06,102
2022-09-27,17,Category_4,1,9,0,424.99,0,345,447.07,101
2022-09-27,18,Category_4,1,9,0,442.0,10,279,441.87,97
2022-09-27,19,Category_4,1,9,0,482.07,0,79,474.65,111
2022-09-27,20,Category_4,1,9,0,530.78,0,172,541.17,95
2022-09-28,1,Category_1,2,9,0,131.5,0,160,126.07,37
2022-09-28,2,Category_1,2,9,0,136.28,0,176,146.29,35
2022-09-28,3,Category_1,2,9,0,172.39,0,176,177.65,46
2022-09-28,4,Category_1,2,9,0,195.51,0,338,186.93,45
2022-09-28,5,Category_1,2,9,0,207.79,20,78,201.12,62
2022-09-28,6,Category_2,2,9,0,216.29,0,429,207.83,68
2022-09-28,7,Category_2,2,9,0,254.63,10,275,267.94,51
2022-09-28,8,Category_2,2,9,0,256.22,0,238,278.09,65
2022-09-28,9,Category_2,2,9,0,280.55,20,492,299.28,82
2022-09-28,10,Category_2,2,9,0,293.87,0,201,287.0,61
2022-09-28,11,Category_3,2,9,0,288.34,0,481,281.79,86
2022-09-28,12,Category_3,2,9,0,332.01,0,204,323.69,79
2022-09-28,13,Category_3,2,9,0,356.3,0,488,396.45,78
2022-09-28,14,Category_3,2,9,0,351.78,0,256,339.4,91
2022-09-28,15,Category_3,2,9,0,378.9,0,162,418.31,86
2022-09-28,16,Category_4,2,9,0,405.98,0,438,395.35,93
2022-09-28,17,Category_4,2,9,0,440.1,0,197,480.93,93
2022-09-28,18,Category_4,2,9,0,435.95,0,452,438.68,94
2022-09-28,19,Category_4,2,9,0,441.14,0,278,427.4,88
2022-09-28,20,Category_4,2,9,0,499.62,0,66,491.31,119
2022-09-29,1,Category_1,3,9,0,112.15,0,170,126.61,32
2022-09-29,2,Category_1,3,9,0,150.61,0,297,163.87,47
2022-09-29,3,Category_1,3,9,0,159.09,0,131,155.94,47
2022-09-29,4,Category_1,3,9,0,190.63,0,181,188.18,55
2022-09-29,5,Category_1,3,9,0,187.58,0,343,214.35,42
2022-09-29,6,Category_2,3,9,0,211.58,0,280,227.79,69
2022-09-29,7,Category_2,3,9,0,244.8,0,216,272.57,65
2022-09-29,8,Category_2,3,9,0,272.9,0,444,302.6,65
2022-09-29,9,Category_2,3,9,0,302.14,0,179,304.8,62
2022-09-29,10,Category_2,3,9,0,324.0,0,55,323.32,55
2022-09-29,11,Category_3,3,9,0,320.84,0,413,345.48,95
2022-09-29,12,Category_3,3,9,0,361.91,0,485,394.68,65
2022-09-29,13,Category_3,3,9,0,343.81,0,429,381.43,70
2022-09-29,14,Category_3,3,9,0,367.54,0,331,396.09,71
2022-09-29,15,Category_3,3,9,0,421.59,0,217,461.28,79
2022-09-29,16,Category_4,3,9,0,453.15,0,130,482.38,84
2022-09-29,17,Category_4,3,9,0,463.34,0,276,518.75,87
2022-09-29,18,Category_4,3,9,0,470.13,0,483,457.12,104
2022-09-29,19,Category_4,3,9,0,471.43,10,138,492.96,112
2022-09-29,20,Category_4,3,9,0,513.04,0,89,528.48,111
2022-09-30,1,Category_1,4,9,0,126.44,10,204,134.81,69
2022-09-30,2,Category_1,4,9,0,149.22,0,166,146.36,58
2022-09-30,3,Category_1,4,9,0,169.95,0,200,184.07,41
2022-09-30,4,Category_1,4,9,0,164.25,30,204,187.34,88
2022-09-30,5,Category_1,4,9,0,210.14,0,213,217.74,67
2022-09-30,6,Category_2,4,9,0,231.38,0,499,235.19,43
2022-09-30,7,Category_2,4,9,0,243.77,0,282,239.62,54
2022-09-30,8,Category_2,4,9,0,246.67,0,186,238.37,51
2022-09-30,9,Category_2,4,9,0,289.53,0,182,276.18,72
2022-09-30,10,Category_2,4,9,0,288.06,20,236,289.54,75
2022-09-30,11,Category_3,4,9,0,351.26,0,287,342.01,71
2022-09-30,12,Category_3,4,9,0,325.84,10,195,321.98,86
2022-09-30,13,Category_3,4,9,0,366.71,0,151,410.34,77
2022-09-30,14,Category_3,4,9,0,366.26,0,92,408.79,72
2022-09-30,15,Category_3,4,9,0,423.82,0,264,421.22,86
2022-09-30,16,Category_4,4,9,0,412.38,0,445,434.71,76
2022-09-30,17,Category_4,4,9,0,467.86,10,423,459.37,114
2022-09-30,18,Category_4,4,9,0,470.35,10,130,463.81,105
2022-09-30,19,Category_4,4,9,0,450.82,20,341,500.53,120
2022-09-30,20,Category_4,4,9,0,531.91,0,251,523.43,118
2022-10-01,1,Category_1,5,10,1,110.89,0,215,112.83,52
2022-10-01,2,Category_1,5,10,1,147.22,0,454,151.21,23
2022-10-01,3,Category_1,5,10,1,162.77,0,362,158.21,47
2022-10-01,4,Category_1,5,10,1,181.45,0,156,178.9,65
2022-10-01,5,Category_1,5,10,1,196.99,0,112,207.06,60
2022-10-01,6,Category_2,5,10,1,230.38,0,449,233.96,66
2022-10-01,7,Category_2,5,10,1,225.87,0,432,240.09,74
2022-10-01,8,Category_2,5,10,1,237.4,0,256,257.42,84
2022-10-01,9,Category_2,5,10,1,263.94,0,60,280.59,92
2022-10-01,10,Category_2,5,10,1,293.33,0,246,304.14,91
2022-10-01,11,Category_3,5,10,1,322.65,10,65,345.87,106
2022-10-01,12,Category_3,5,10,1,344.65,0,462,354.66,96
2022-10-01,13,Category_3,5,10,1,331.57,0,314,352.16,91
2022-10-01,14,Category_3,5,10,1,366.62,0,399,393.47,103
2022-10-01,15,Category_3,5,10,1,425.2,0,190,442.07,105
2022-10-01,16,Category_4,5,10,1,458.19,0,420,459.86,124
2022-10-01,17,Category_4,5,10,1,398.5,10,244,438.11,139
2022-10-01,18,Category_4,5,10,1,434.12,0,93,420.38,122
2022-10-01,19,Category_4,5,10,1,463.77,0,164,458.54,122
2022-10-01,20,Category_4,5,10,1,532.85,0,334,552.45,132
2022-10-02,1,Category_1,6,10,1,112.68,20,140,112.68,72
2022-10-02,2,Category_1,6,10,1,140.21,0,53,133.32,43
2022-10-02,3,Category_1,6,10,1,175.22,0,245,200.32,58
2022-10-02,4,Category_1,6,10,1,173.89,0,267,195.5,57
2022-10-02,5,Category_1,6,10,1,205.68,0,101,222.85,64
2022-10-02,6,Category_2,6,10,1,210.33,0,467,230.67,69
2022-10-02,7,Category_2,6,10,1,262.61,0,59,259.97,81
2022-10-02,8,Category_2,6,10,1,258.77,0,409,269.5,72
2022-10-02,9,Category_2,6,10,1,291.29,0,415,302.37,92
2022-10-02,10,Category_2,6,10,1,305.48,10,298,298.01,96
2022-10-02,11,Category_3,6,10,1,340.25,20,499,368.72,112
2022-10-02,12,Category_3,6,10,1,331.99,0,95,350.61,88
2022-10-02,13,Category_3,6,10,1,339.45,0,453,370.08,117
2022-10-02,14,Category_3,6,10,1,372.3,10,360,408.48,134
2022-10-02,15,Category_3,6,10,1,411.65,30,178,401.75,127
2022-10-02,16,Category_4,6,10,1,401.1,0,308,390.89,129
2022-10-02,17,Category_4,6,10,1,447.45,20,292,473.85,138
2022-10-02,18,Category_4,6,10,1,441.27,0,232,488.93,135
2022-10-02,19,Category_4,6,10,1,479.9,0,499,483.73,140
2022-10-02,20,Category_4,6,10,1,528.52,0,295,598.51,116
2022-10-03,1,Category_1,0,10,0,117.31,0,132,116.83,59
2022-10-03,2,Category_1,0,10,0,144.3,0,139,149.58,47
2022-10-03,3,Category_1,0,10,0,144.75,0,397,148.28,54
2022-10-03,4,Category_1,0,10,0,162.78,0,284,182.81,60
2022-10-03,5,Category_1,0,10,0,190.55,0,331,198.41,62
2022-10-03,6,Category_2,0,10,0,216.24,0,117,229.08,65
2022-10-03,7,Category_2,0,10,0,222.2,0,412,222.17,62
2022-10-03,8,Category_2,0,10,0,273.68,0,171,286.8,70
2022-10-03,9,Category_2,0,10,0,294.3,0,481,330.51,78
2022-10-03,10,Category_2,0,10,0,319.21,20,487,323.05,75
2022-10-03,11,Category_3,0,10,0,316.55,0,408,328.21,92
2022-10-03,12,Category_3,0,10,0,321.11,0,141,316.19,74
2022-10-03,13,Category_3,0,10,0,351.24,0,185,385.47,75
2022-10-03,14,Category_3,0,10,0,364.62,0,464,353.62,93
2022-10-03,15,Category_3,0,10,0,375.68,0,319,362.82,113
2022-10-03,16,Category_4,0,10,0,382.47,0,81,427.08,100
2022-10-03,17,Category_4,0,10,0,415.19,10,59,423.97,127
2022-10-03,18,Category_4,0,10,0,429.29,0,294,432.83,106
2022-10-03,19,Category_4,0,10,0,445.76,0,178,451.91,115
2022-10-03,20,Category_4,0,10,0,528.7,0,66,507.61,96
2022-10-04,1,Category_1,1,10,0,126.77,0,133,142.88,36
2022-10-04,2,Category_1,1,10,0,149.33,10,67,170.21,42
2022-10-04,3,Category_1,1,10,0,162.65,0,384,161.07,51
2022-10-04,4,Category_1,1,10,0,168.08,0,487,169.91,60
2022-10-04,5,Category_1,1,10,0,215.08,0,345,210.92,70
2022-10-04,6,Category_2,1,10,0,216.43,0,341,207.1,70
2022-10-04,7,Category_2,1,10,0,218.05,0,58,207.46,66
2022-10-04,8,Category_2,1,10,0,236.3,0,370,255.95,68
2022-10-04,9,Category_2,1,10,0,255.06,0,282,275.95,86
2022-10-04,10,Category_2,1,10,0,329.55,0,95,365.05,80
2022-10-04,11,Category_3,1,10,0,315.77,0,418,353.22,62
2022-10-04,12,Category_3,1,10,0,314.6,0,122,356.7,80
2022-10-04,13,Category_3,1,10,0,365.61,0,445,370.63,103
2022-10-04,14,Category_3,1,10,0,388.85,20,128,423.76,99
2022-10-04,15,Category_3,1,10,0,408.36,0,80,399.44,64
2022-10-04,16,Category_4,1,10,0,433.3,20,218,465.86,110
2022-10-04,17,Category_4,1,10,0,431.09,0,352,454.22,118
2022-10-04,18,Category_4,1,10,0,469.38,30,291,449.64,129
2022-10-04,19,Category_4,1,10,0,458.86,0,351,492.14,111
2022-10-04,20,Category_4,1,10,0,511.84,0,79,553.09,110
2022-10-05,1,Category_1,2,10,0,131.29,0,331,144.24,54
2022-10-05,2,Category_1,2,10,0,138.62,30,410,149.8,57
2022-10-05,3,Category_1,2,10,0,149.21,30,147,152.17,72
2022-10-05,4,Category_1,2,10,0,175.58,0,431,191.38,40
2022-10-05,5,Category_1,2,10,0,218.83,0,273,246.0,49
2022-10-05,6,Category_2,2,10,0,202.04,0,440,191.97,69
2022-10-05,7,Category_2,2,10,0,261.71,0,340,283.57,61
2022-10-05,8,Category_2,2,10,0,242.25,0,87,233.71,74
2022-10-05,9,Category_2,2,10,0,288.63,0,468,308.76,87
2022-10-05,10,Category_2,2,10,0,272.42,0,477,261.01,79
2022-10-05,11,Category_3,2,10,0,340.55,0,101,344.56,85
2022-10-05,12,Category_3,2,10,0,312.19,0,415,314.72,98
2022-10-05,13,Category_3,2,10,0,359.31,0,155,353.23,90
2022-10-05,14,Category_3,2,10,0,417.58,0,187,442.66,89
2022-10-05,15,Category_3,2,10,0,438.02,0,450,421.38,100
2022-10-05,16,Category_4,2,10,0,395.15,0,406,398.69,117
2022-10-05,17,Category_4,2,10,0,457.24,0,155,441.58,106
2022-10-05,18,Category_4,2,10,0,439.8,0,384,422.17,96
2022-10-05,19,Category_4,2,10,0,509.86,0,164,579.1,116
2022-10-05,20,Category_4,2,10,0,501.28,20,336,554.33,112
2022-10-06,1,Category_1,3,10,0,117.42,0,346,134.17,44
2022-10-06,2,Category_1,3,10,0,151.82,20,437,171.1,58
2022-10-06,3,Category_1,3,10,0,147.76,0,248,142.56,31
2022-10-06,4,Category_1,3,10,0,177.02,0,239,197.21,50
2022-10-06,5,Category_1,3,10,0,206.65,0,166,201.46,72
2022-10-06,6,Category_2,3,10,0,222.12,0,267,246.68,58
2022-10-06,7,Category_2,3,10,0,255.49,0,248,274.2,57
2022-10-06,8,Category_2,3,10,0,265.12,0,450,295.68,69
2022-10-06,9,Category_2,3,10,0,254.74,0,471,268.47,58
2022-10-06,10,Category_2,3,10,0,288.12,0,138,309.38,72
2022-10-06,11,Category_3,3,10,0,289.13,0,328,325.91,80
2022-10-06,12,Category_3,3,10,0,339.85,0,154,384.68,92
2022-10-06,13,Category_3,3,10,0,354.72,0,143,399.62,96
2022-10-06,14,Category_3,3,10,0,351.95,0,405,386.96,90
2022-10-06,15,Category_3,3,10,0,373.6,0,83,379.68,77
2022-10-06,16,Category_4,3,10,0,411.01,10,333,404.55,116
2022-10-06,17,Category_4,3,10,0,437.46,10,56,472.13,124
2022-10-06,18,Category_4,3,10,0,464.69,0,191,478.79,105
2022-10-06,19,Category_4,3,10,0,485.65,0,484,487.75,107
2022-10-06,20,Category_4,3,10,0,463.39,0,250,488.1,96
2022-10-07,1,Category_1,4,10,0,127.26,0,351,121.48,34
2022-10-07,2,Category_1,4,10,0,128.39,0,71,141.31,46
2022-10-07,3,Category_1,4,10,0,162.85,0,266,160.14,41
2022-10-07,4,Category_1,4,10,0,190.71,0,472,207.17,46
2022-10-07,5,Category_1,4,10,0,211.22,0,217,205.17,39
2022-10-07,6,Category_2,4,10,0,208.25,10,159,231.8,69
2022-10-07,7,Category_2,4,10,0,217.49,0,322,248.83,55
2022-10-07,8,Category_2,4,10,0,255.12,0,467,274.36,69
2022-10-07,9,Category_2,4,10,0,284.49,0,228,290.3,62
2022-10-07,10,Category_2,4,10,0,305.49,0,301,334.93,79
2022-10-07,11,Category_3,4,10,0,335.19,0,430,341.66,74
2022-10-07,12,Category_3,4,10,0,350.28,0,227,388.35,79
2022-10-07,13,Category_3,4,10,0,377.43,0,225,423.63,81
2022-10-07,14,Category_3,4,10,0,407.2,0,409,412.92,86
2022-10-07,15,Category_3,4,10,0,409.85,0,113,410.02,92
2022-10-07,16,Category_4,4,10,0,389.11,20,136,391.04,100
2022-10-07,17,Category_4,4,10,0,409.47,20,278,414.24,148
2022-10-07,18,Category_4,4,10,0,499.23,0,353,514.29,96
2022-10-07,19,Category_4,4,10,0,459.72,0,456,475.41,100
2022-10-07,20,Category_4,4,10,0,483.4,0,399,498.66,123
2022-10-08,1,Category_1,5,10,1,119.6,20,83,128.09,74
2022-10-08,2,Category_1,5,10,1,128.98,0,137,136.9,45
2022-10-08,3,Category_1,5,10,1,146.73,0,348,147.87,61
2022-10-08,4,Category_1,5,10,1,186.15,0,269,178.22,46
2022-10-08,5,Category_1,5,10,1,195.75,0,341,196.91,64
2022-10-08,6,Category_2,5,10,1,236.83,10,370,228.0,74
2022-10-08,7,Category_2,5,10,1,224.92,0,465,245.03,74
2022-10-08,8,Category_2,5,10,1,260.25,0,401,263.03,78
2022-10-08,9,Category_2,5,10,1,271.8,0,239,298.38,93
2022-10-08,10,Category_2,5,10,1,271.19,20,202,293.97,120
2022-10-08,11,Category_3,5,10,1,302.16,0,195,295.03,90
2022-10-08,12,Category_3,5,10,1,359.14,20,358,396.83,111
2022-10-08,13,Category_3,5,10,1,332.88,0,295,364.06,97
2022-10-08,14,Category_3,5,10,1,347.6,0,236,366.14,120
2022-10-08,15,Category_3,5,10,1,395.54,0,81,443.22,121
2022-10-08,16,Category_4,5,10,1,397.47,0,227,437.61,120
2022-10-08,17,Category_4,5,10,1,444.79,20,324,450.79,152
2022-10-08,18,Category_4,5,10,1,481.42,30,193,496.5,165
2022-10-08,19,Category_4,5,10,1,447.26,0,67,468.86,134
2022-10-08,20,Category_4,5,10,1,521.62,0,387,564.55,129
2022-10-09,1,Category_1,6,10,1,126.87,0,319,133.3,44
2022-10-09,2,Category_1,6,10,1,135.66,0,362,141.56,49
2022-10-09,3,Category_1,6,10,1,156.05,0,496,163.63,63
2022-10-09,4,Category_1,6,10,1,186.01,0,220,200.97,69
2022-10-09,5,Category_1,6,10,1,215.35,0,191,205.71,58
2022-10-09,6,Category_2,6,10,1,201.47,0,222,230.57,85
2022-10-09,7,Category_2,6,10,1,223.09,0,141,228.47,89
2022-10-09,8,Category_2,6,10,1,275.27,0,246,290.33,89
2022-10-09,9,Category_2,6,10,1,276.78,0,481,277.1,71
2022-10-09,10,Category_2,6,10,1,278.08,0,410,317.0,88
2022-10-09,11,Category_3,6,10,1,306.2,0,242,291.25,116
2022-10-09,12,Category_3,6,10,1,335.29,0,147,354.74,91
2022-10-09,13,Category_3,6,10,1,343.98,20,378,328.1,136
2022-10-09,14,Category_3,6,10,1,411.37,0,180,438.39,94
2022-10-09,15,Category_3,6,10,1,391.08,0,340,385.39,106
2022-10-09,16,Category_4,6,10,1,405.02,0,424,425.53,123
2022-10-09,17,Category_4,6,10,1,397.0,0,198,446.55,113
2022-10-09,18,Category_4,6,10,1,485.25,0,414,506.04,121
2022-10-09,19,Category_4,6,10,1,507.95,0,113,567.57,127
2022-10-09,20,Category_4,6,10,1,521.74,30,110,547.78,169
2022-10-10,1,Category_1,0,10,0,122.99,0,412,137.82,41
2022-10-10,2,Category_1,0,10,0,150.01,10,408,144.35,27
2022-10-10,3,Category_1,0,10,0,157.85,0,51,179.32,67
2022-10-10,4,Category_1,0,10,0,193.78,0,385,193.61,43
2022-10-10,5,Category_1,0,10,0,180.01,10,111,172.21,53
2022-10-10,6,Category_2,0,10,0,215.71,0,402,223.21,74
2022-10-10,7,Category_2,0,10,0,253.46,0,94,274.83,58
2022-10-10,8,Category_2,0,10,0,277.51,0,207,265.88,66
2022-10-10,9,Category_2,0,10,0,284.91,0,292,280.35,68
2022-10-10,10,Category_2,0,10,0,277.52,0,193,296.58,67
2022-10-10,11,Category_3,0,10,0,337.83,0,339,383.35,85
2022-10-10,12,Category_3,0,10,0,343.76,0,463,330.84,85
2022-10-10,13,Category_3,0,10,0,346.78,0,89,383.7,92
2022-10-10,14,Category_3,0,10,0,416.89,0,429,399.32,84
2022-10-10,15,Category_3,0,10,0,435.7,0,351,481.28,83
2022-10-10,16,Category_4,0,10,0,417.03,0,236,454.53,88
2022-10-10,17,Category_4,0,10,0,458.11,0,498,525.63,78
2022-10-10,18,Category_4,0,10,0,499.69,0,446,570.71,95
2022-10-10,19,Category_4,0,10,0,522.06,20,125,565.37,105
2022-10-10,20,Category_4,0,10,0,533.18,0,92,547.47,104
2022-10-11,1,Category_1,1,10,0,119.34,0,387,129.22,50
2022-10-11,2,Category_1,1,10,0,139.67,0,158,153.74,37
2022-10-11,3,Category_1,1,10,0,175.49,0,309,184.26,41
2022-10-11,4,Category_1,1,10,0,197.18,0,272,210.87,52
2022-10-11,5,Category_1,1,10,0,219.9,0,347,210.87,46
2022-10-11,6,Category_2,1,10,0,211.65,0,449,231.61,47
2022-10-11,7,Category_2,1,10,0,232.14,0,288,233.44,56
2022-10-11,8,Category_2,1,10,0,256.07,0,421,251.7,54
2022-10-11,9,Category_2,1,10,0,294.02,0,225,321.96,79
2022-10-11,10,Category_2,1,10,0,307.45,10,147,301.88,82
2022-10-11,11,Category_3,1,10,0,349.28,0,174,397.59,88
2022-10-11,12,Category_3,1,10,0,325.22,0,221,357.7,90
2022-10-11,13,Category_3,1,10,0,378.92,10,448,365.65,102
2022-10-11,14,Category_3,1,10,0,370.72,10,153,389.97,95
2022-10-11,15,Category_3,1,10,0,378.95,20,220,391.73,115
2022-10-11,16,Category_4,1,10,0,386.59,0,452,440.04,93
2022-10-11,17,Category_4,1,10,0,423.09,0,219,458.13,104
2022-10-11,18,Category_4,1,10,0,493.67,0,83,524.88,103
2022-10-11,19,Category_4,1,10,0,448.92,0,61,448.38,121
2022-10-11,20,Category_4,1,10,0,524.12,30,172,502.39,136
